00057.3;CRUZETA;139,82
00057.3;CRUZETA;139,82
00057.3;CRUZETA;139,82
00057.3;CRUZETA;139,82
00057.6;CRUZETA;225,065
00057.6;CRUZETA;225,065
00057.6;CRUZETA;225,065
00058.;CRUZETA;56,63
00058.;CRUZETA;56,63
00058.10;CRUZETA NAKATA;20,03
00058.10;CRUZETA NAKATA;20,03
00058.11;CRUZETA;51,34
00058.11;CRUZETA;51,34
00058.11;CRUZETA;51,34
00059.;CRUZETA;53,48
00059.;CRUZETA;53,48
00059.;CRUZETA;53,48
00059.5;CRUZETA;55,97
00060.;CRUZETA;135,34
00060.1;CRUZETA;207,035
00060.10;CRUZETA NAKATA;89,65
00060.10;CRUZETA NAKATA;89,65
00060.10;CRUZETA NAKATA;89,65
00060.11;CRUZETA NAKATA;52,35
00060.11;CRUZETA NAKATA;52,35
00060.11;CRUZETA NAKATA;52,35
00060.11;CRUZETA NAKATA;52,35
00060.12;FLANGE TRANSM;59,315
00060.12;FLANGE TRANSM;59,315
00060.2;CRUZETA;197,455
00060.20;TERMINAL DIF;196,35
00060.20;TERMINAL DIF;196,35
00060.21;TERMINAL DIF;122,25
00060.22;TERMINAL DIF;188,975
00060.22;TERMINAL DIF;188,975
00060.23;TERMINAL DIF;171,985
00060.23;TERMINAL DIF;171,985
00060.25;TERMINAL CX MAR;218,185
00060.26;TERMINAL CX MAR;191,625
00060.27;TERMINAL CX MAR;201,005
00060.30;TAMPA CARCACA;177,455
00060.4;CRUZETA;178,42
00060.4;CRUZETA;178,42
00060.5;CRUZETA NAKATA;61,105
00060.6;CRUZETA NAKATA;92,995
00060.6;CRUZETA NAKATA;92,995
00060.6;CRUZETA NAKATA;92,995
00060.7;CRUZETA NAKATA;29,65
00060.7;CRUZETA NAKATA;29,65
00060.7;CRUZETA NAKATA;29,65
00060.8;CRUZETA NAKATA;36
00060.8;CRUZETA NAKATA;36
00060.8;CRUZETA NAKATA;36
00060.8;CRUZETA NAKATA;36
00060.8;CRUZETA NAKATA;36
00060.9;CRUZETA NAKATA;41,245
00060.9;CRUZETA NAKATA;41,245
00060.9;CRUZETA NAKATA;41,245
00062.;CRUZETA;56,755
00062.1;CRUZETA;137,97
00062.1;CRUZETA;137,97
00062.10;CRUZETA NAKATA;30,615
00062.11;CRUZETA NAKATA;24,39
00062.11;CRUZETA NAKATA;24,39
00062.12;CRUZETA NAKATA;107,075
00062.12;CRUZETA NAKATA;107,075
00062.12;CRUZETA NAKATA;107,075
00062.12;CRUZETA NAKATA;107,075
00062.12;CRUZETA NAKATA;107,075
00062.13;CRUZETA NAKATA;99,44
00062.13;CRUZETA NAKATA;99,44
00062.13;CRUZETA NAKATA;99,44
00062.2;CRUZETA;168,25
00062.2;CRUZETA;168,25
00062.2;CRUZETA;168,25
00062.3;CRUZETA;99,455
00062.3;CRUZETA;99,455
00062.3;CRUZETA;99,455
00062.4;CRUZETA;176,645
00062.6;CRUZETA;204,15
00062.8;TRIZETA 20EST;45,885
00062.9;TRIZETA C KIT REP;47,775
00063.;TRIZETA 30EST;41,47
00063.2;TRIZETA C KIT REP;55,83
00065.1;TRIZETA;44,62
00065.1;TRIZETA;44,62
00065.2;TRIZETA 22DEN ELO 32MM NN 04081.14;41,92
00065.2;TRIZETA 22DEN ELO 32MM NN 04081.14;41,92
00065.2;TRIZETA 22DEN ELO 32MM NN 04081.14;41,92
00065.2;TRIZETA 22DEN ELO 32MM NN 04081.14;41,92
00065.2;TRIZETA 22DEN ELO 32MM NN 04081.14;41,92
00065.3;TRIZETA NAKATA 20EST NN 00062.8;38,865
00065.5;TRIZETA NAKATA NN 00065.1;40,475
00065.5;TRIZETA NAKATA NN 00065.1;40,475
00065.5;TRIZETA NAKATA NN 00065.1;40,475
00065.6;TRIZETA NAKATA NN 00065.2;39,58
00065.6;TRIZETA NAKATA NN 00065.2;39,58
00065.6;TRIZETA NAKATA NN 00065.2;39,58
00065.7;TRIZETA NAKATA 30EST NN 00063.;39,145
00066.;JUNTA DUPLA CARDAN;770,365
00067.11;KIT ABRACADEIRA CRUZ 5438X ROSCA;24,375
00067.12;KIT ABRACADEIRA LUVA PINHAO C ROSCA;44,685
00067.12;KIT ABRACADEIRA LUVA PINHAO C ROSCA;44,685
00067.3;KIT LUVA PONTEIRA;782,255
00067.3;KIT LUVA PONTEIRA;782,255
00070.;PASTILHA FR S AMIANTO;10,925
00070.;PASTILHA FR S AMIANTO;10,925
00070.1;PASTILHA FR S AMIANTO SIST VARGA;15,7
00070.1;PASTILHA FR S AMIANTO SIST VARGA;15,7
00070.10;PASTILHA FR DT S AMIANTO;35,28
00070.10;PASTILHA FR DT S AMIANTO;35,28
00070.11;PASTILHA FR S AMIANTO;57,93
00070.14;PASTILHA FR DT S AMIANTO;44,18
00070.19;PASTILHA FR S AMIANTO SIST VARGA;16,875
00070.22;PASTILHA FR DT S AMIANTO SIST VARGA;37,195
00070.22;PASTILHA FR S AMIANTO SIST VARGA;37,195
00070.23;PASTILHA FR S AMIANTO SIST IMPORT;80,64
00070.28;PASTILHA FR S AMIANTO SIST BENDIX;28,73
00070.28;PASTILHA FR S AMIANTO SIST BENDIX;28,73
00070.29;PASTILHA FR S AMIANTO SIST BENDIX;36,785
00070.29;PASTILHA FR S AMIANTO SIST BENDIX;36,785
00070.30;PASTILHA FR S AMIANTO SIST BENDIX;36,21
00070.30;PASTILHA FR S AMIANTO SIST BENDIX;36,21
00070.34;PASTILHA FR S AMIANTO;55,045
00070.41;PASTILHA FR S AMIANTO;16,7
00070.44;PASTILHA FR S AMIANTO;20,94
00070.45;PASTILHA FR S AMIANTO;29,555
00070.45;PASTILHA FR S AMIANTO;29,555
00070.46;PASTILHA FR S AMIANTO SIST ATE;14,195
00070.46;PASTILHA FR S AMIANTO SIST ATE;14,195
00070.47;PASTILHA FR S AMIANTO SIST BENDIX;15,9
00070.47;PASTILHA FR S AMIANTO SIST BENDIX;15,9
00070.47;PASTILHA FR S AMIANTO SIST BENDIX;15,9
00070.48;PASTILHA FR DT S AMIANTO;43,09
00070.48;PASTILHA FR DT S AMIANTO;43,09
00070.49;PASTILHA FR DT S AMIANTO SIST TEVES;17,91
00070.5;PASTILHA FR DT S AMIANTO SIST ATE;16,905
00070.50;PASTILHA FR S ALARME S AMIANTO;19,35
00070.50;PASTILHA FR S ALARME S AMIANTO;19,35
00070.50;PASTILHA FR S ALARME S AMIANTO;19,35
00070.51;PASTILHA FR C ALARME S AMIANTO;60,275
00070.51;PASTILHA FR C ALARME S AMIANTO;60,275
00070.51;PASTILHA FR C ALARME S AMIANTO;60,275
00070.52;PASTILHA FR DT SIST AKEBONO C;35,43
00070.52;PASTILHA FR DT SIST AKEBONO C;35,43
00070.53;PASTILHA FR S AMIANTO SIST BENDIX;32,235
00070.53;PASTILHA FR S AMIANTO SIST BENDIX;32,235
00070.54;PASTILHA FR DT S AMIANTO SIST TEVES;48,035
00070.54;PASTILHA FR DT S AMIANTO SIST TEVES;48,035
00070.56;PASTILHA FR DT S AMIANTO SIST;41,01
00070.57;PASTILHA FR S AMIANTO SIST ATE;19,995
